,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
379,name380,lastname380,Female,March,12,1998,BS Management,0927 990 1362
380,name381,lastname381,Female,November,21,1998,BS Management,0918 334 8614
381,name382,lastname382,Female,June,14,1999,BS IT Entrepreneurship,0917 688 8237
382,name383,lastname383,Female,July,27,1999,BS Management Engineering,0927 547 7228
383,name384,lastname384,Male,February,6,1997,BS Legal Management,0927 731 1675
384,name385,lastname385,Male,September,18,1998,BS Legal Management,0918 389 8961
385,name386,lastname386,Female,October,6,1999,BS Management Engineering,0927 568 4260
386,name387,lastname387,Female,June,16,1999,BS Management,0927 477 1635
387,name388,lastname388,Female,January,2,2000,BS IT Entrepreneurship,0917 261 6867
388,name389,lastname389,Female,September,24,1999,BS Communications Technology,0927 508 2670
389,name390,lastname390,Male,January,21,2000,BS Management Engineering,0917 293 6725
390,name391,lastname391,Female,December,16,2000,BS Management,0927 487 4223
391,name392,lastname392,Male,August,2,1999,BS IT Entrepreneurship,0917 763 4974
392,name393,lastname393,Female,June,28,1998,BS Legal Management,0917 793 6625
393,name394,lastname394,Female,June,13,1999,BS IT Entrepreneurship,0927 552 3618
394,name395,lastname395,Male,January,23,2001,BS Management,0917 187 1504
395,name396,lastname396,Female,September,19,1999,BS Legal Management,0917 655 6808
396,name397,lastname397,Male,January,8,1999,BS Management Engineering,0918 441 4937
397,name398,lastname398,Male,September,2,1999,BS Legal Management,0917 807 2225
398,name399,lastname399,Male,August,25,2001,BS Management,0927 589 3638
399,name400,lastname400,Female,February,9,1999,BS Management,0917 785 6859
400,name401,lastname401,Female,October,3,1998,BS Management,0918 593 5046
401,name402,lastname402,Male,March,4,2001,BS IT Entrepreneurship,0918 486 8396
402,name403,lastname403,Female,June,20,1998,BS IT Entrepreneurship,0917 281 9618
403,name404,lastname404,Male,May,23,1997,BS Communications Technology,0917 621 8869
404,name405,lastname405,Male,November,4,1999,BS Management Engineering,0927 924 6856
405,name406,lastname406,Female,December,11,1998,BS Management Engineering,0918 184 7364
406,name407,lastname407,Male,May,17,1998,BS Management,0927 794 4417
407,name408,lastname408,Female,July,17,2001,BS Management,0927 472 7168
408,name409,lastname409,Female,August,1,1997,BS Management Engineering,0918 483 2009
409,name410,lastname410,Male,August,22,1997,BS Communications Technology,0917 347 8315
410,name411,lastname411,Male,February,20,1998,BS IT Entrepreneurship,0917 881 3071
411,name412,lastname412,Female,February,10,1999,BS Management,0917 681 7070
412,name413,lastname413,Male,May,9,1997,BS Management Engineering,0917 277 3163
413,name414,lastname414,Male,June,5,2001,BS IT Entrepreneurship,0917 367 2247
414,name415,lastname415,Female,November,15,1999,BS IT Entrepreneurship,0927 996 8602
415,name416,lastname416,Female,May,25,1998,BS Communications Technology,0917 211 3821
416,name417,lastname417,Male,June,12,1997,BS Management Engineering,0927 137 5483
417,name418,lastname418,Female,February,22,1998,BS IT Entrepreneurship,0927 146 1580
418,name419,lastname419,Male,February,14,1999,BS Management,0917 686 4318
419,name420,lastname420,Female,May,7,1999,BS Management,0918 870 7055
420,name421,lastname421,Female,June,27,2001,BS Communications Technology,0917 306 8677
421,name422,lastname422,Male,July,3,1997,BS Communications Technology,0927 364 8721
422,name423,lastname423,Male,September,14,2000,BS Management,0917 520 5319
423,name424,lastname424,Female,April,6,1998,BS Management,0918 812 6741
424,name425,lastname425,Male,April,14,1999,BS Management,0918 784 4632
425,name426,lastname426,Female,March,15,2000,BS Management Engineering,0927 103 8881
426,name427,lastname427,Male,November,13,1997,BS Management,0927 869 8588
427,name428,lastname428,Male,April,19,1998,BS Communications Technology,0918 373 8418
428,name429,lastname429,Female,November,10,2001,BS Communications Technology,0918 313 7865
429,name430,lastname430,Female,February,5,2001,BS Communications Technology,0927 804 2579
430,name431,lastname431,Female,June,5,1998,BS Management Engineering,0917 648 3069
431,name432,lastname432,Female,March,27,2001,BS Communications Technology,0927 329 1747
432,name433,lastname433,Male,November,17,1997,BS Management,0927 297 9518
433,name434,lastname434,Male,December,14,1997,BS Management Engineering,0927 931 6877
434,name435,lastname435,Male,August,23,2000,BS IT Entrepreneurship,0917 307 2012
435,name436,lastname436,Male,January,13,1998,BS IT Entrepreneurship,0917 243 4142
436,name437,lastname437,Female,February,28,2001,BS Communications Technology,0927 116 5889
437,name438,lastname438,Female,May,24,2000,BS Legal Management,0917 746 9784
438,name439,lastname439,Female,April,13,1998,BS Legal Management,0917 228 3833
439,name440,lastname440,Male,May,14,1997,BS Legal Management,0917 896 3614
440,name441,lastname441,Female,May,28,1999,BS Management Engineering,0927 292 9675
441,name442,lastname442,Female,July,23,1999,BS Communications Technology,0918 786 1587
442,name443,lastname443,Male,January,20,1999,BS IT Entrepreneurship,0918 315 9445
443,name444,lastname444,Female,April,16,1999,BS Communications Technology,0918 185 3883
444,name445,lastname445,Male,September,23,1997,BS Legal Management,0918 133 8176
445,name446,lastname446,Male,July,16,2000,BS Legal Management,0917 158 9222
446,name447,lastname447,Male,May,26,1998,BS Communications Technology,0918 777 2751
447,name448,lastname448,Female,January,23,1998,BS Communications Technology,0918 407 6344
448,name449,lastname449,Female,April,26,1997,BS IT Entrepreneurship,0918 992 1668
449,name450,lastname450,Male,March,28,2001,BS Management,0918 661 9609
450,name451,lastname451,Male,March,26,2000,BS Legal Management,0918 554 4787
451,name452,lastname452,Male,December,27,1998,BS Legal Management,0927 196 8999
452,name453,lastname453,Male,October,24,1999,BS IT Entrepreneurship,0927 768 6004
453,name454,lastname454,Male,August,3,1999,BS IT Entrepreneurship,0918 563 6928
454,name455,lastname455,Female,March,4,1999,BS Management Engineering,0927 992 1613
455,name456,lastname456,Female,March,21,2000,BS Management,0918 966 5429
456,name457,lastname457,Female,December,24,1997,BS IT Entrepreneurship,0917 950 6481
457,name458,lastname458,Female,January,11,1998,BS IT Entrepreneurship,0927 174 8702
458,name459,lastname459,Male,January,26,2001,BS IT Entrepreneurship,0927 810 5085
459,name460,lastname460,Male,April,26,1997,BS Legal Management,0918 955 5912
460,name461,lastname461,Female,April,14,1997,BS Communications Technology,0917 365 4093
461,name462,lastname462,Female,August,13,2000,BS Legal Management,0927 161 4112
462,name463,lastname463,Female,December,9,2001,BS Management Engineering,0927 712 6963
463,name464,lastname464,Male,January,24,1999,BS Communications Technology,0918 694 3625
464,name465,lastname465,Male,February,27,1999,BS Management Engineering,0927 221 6429
465,name466,lastname466,Male,February,5,1997,BS Legal Management,0918 380 9040
466,name467,lastname467,Male,October,26,1999,BS IT Entrepreneurship,0917 319 5070
467,name468,lastname468,Female,June,8,2000,BS Communications Technology,0918 799 5285
468,name469,lastname469,Female,August,8,1999,BS IT Entrepreneurship,0918 941 5488
469,name470,lastname470,Male,June,21,1998,BS IT Entrepreneurship,0927 534 2876
470,name471,lastname471,Male,May,24,1999,BS Communications Technology,0917 908 5006
471,name472,lastname472,Female,January,28,1999,BS Management Engineering,0927 402 4494
472,name473,lastname473,Female,December,7,1999,BS Management Engineering,0918 754 3507
473,name474,lastname474,Male,November,19,1998,BS Management,0927 559 5075
474,name475,lastname475,Female,September,7,1998,BS IT Entrepreneurship,0927 733 7323
475,name476,lastname476,Female,March,7,1998,BS Management,0918 646 3244
476,name477,lastname477,Male,November,20,2000,BS Management Engineering,0917 320 8047
477,name478,lastname478,Male,August,4,1998,BS Management,0917 759 3071
478,name479,lastname479,Male,May,19,1999,BS Management Engineering,0918 870 9843
479,name480,lastname480,Female,June,3,1997,BS IT Entrepreneurship,0927 217 6206
480,name481,lastname481,Female,August,14,1999,BS Management Engineering,0927 861 5556
481,name482,lastname482,Male,January,20,2000,BS Legal Management,0927 545 5153
482,name483,lastname483,Female,November,17,2000,BS Legal Management,0918 373 5268
483,name484,lastname484,Female,June,10,1998,BS Management,0917 200 5708
484,name485,lastname485,Female,July,3,1997,BS Management Engineering,0918 417 2231
485,name486,lastname486,Male,May,9,1998,BS Management,0917 179 4262
486,name487,lastname487,Female,November,10,1997,BS IT Entrepreneurship,0917 695 4286
487,name488,lastname488,Male,November,16,1998,BS Management Engineering,0918 401 8010
488,name489,lastname489,Male,July,9,1999,BS IT Entrepreneurship,0927 710 7161
489,name490,lastname490,Male,September,2,1997,BS Communications Technology,0917 894 8484
490,name491,lastname491,Male,April,20,2001,BS Communications Technology,0918 221 2946
491,name492,lastname492,Male,June,15,1997,BS Management,0918 174 8000
492,name493,lastname493,Female,July,27,1998,BS IT Entrepreneurship,0918 702 6770
493,name494,lastname494,Female,December,9,2000,BS Legal Management,0918 695 2117
494,name495,lastname495,Male,June,5,1997,BS IT Entrepreneurship,0927 508 1619
495,name496,lastname496,Male,September,8,1999,BS IT Entrepreneurship,0917 395 6151
496,name497,lastname497,Female,May,19,1999,BS Management Engineering,0927 372 3298
497,name498,lastname498,Male,July,28,1998,BS Management Engineering,0918 531 2515
498,name499,lastname499,Female,July,3,1997,BS Legal Management,0917 396 4526
499,name500,lastname500,Female,December,11,1998,BS Management,0918 185 5929
500,name501,lastname501,Male,June,22,1997,BS Management,0917 590 9444
501,name502,lastname502,Female,July,24,1997,BS Management Engineering,0917 878 5177
502,name503,lastname503,Female,May,10,1997,BS IT Entrepreneurship,0927 567 2696
503,name504,lastname504,Female,June,5,2000,BS Legal Management,0918 406 5783
504,name505,lastname505,Female,July,20,1999,BS Management,0917 954 2865
505,name506,lastname506,Female,May,4,1999,BS Management Engineering,0927 643 5522
506,name507,lastname507,Male,August,12,1999,BS Management Engineering,0918 273 5732
507,name508,lastname508,Male,September,22,1997,BS Communications Technology,0917 802 1053
508,name509,lastname509,Female,April,10,2001,BS Communications Technology,0927 100 9522
509,name510,lastname510,Female,December,28,1998,BS Communications Technology,0918 449 1726
510,name511,lastname511,Male,April,11,1998,BS Management Engineering,0917 688 3781
511,name512,lastname512,Female,August,18,1998,BS Management Engineering,0917 543 6559
512,name513,lastname513,Female,April,5,1999,BS Management Engineering,0927 232 8037
513,name514,lastname514,Male,January,12,1999,BS IT Entrepreneurship,0927 608 4902
514,name515,lastname515,Female,June,11,1998,BS Legal Management,0927 827 3644
515,name516,lastname516,Male,February,17,2000,BS IT Entrepreneurship,0927 357 4989
516,name517,lastname517,Male,April,27,2001,BS Management Engineering,0917 491 1993
517,name518,lastname518,Male,February,26,1997,BS Communications Technology,0918 797 8291
518,name519,lastname519,Male,November,24,1997,BS Management,0917 314 2329
519,name520,lastname520,Female,May,15,2000,BS Management Engineering,0927 775 3422
520,name521,lastname521,Male,November,21,1999,BS IT Entrepreneurship,0927 387 5890
521,name522,lastname522,Female,July,13,1997,BS Management Engineering,0927 473 8626
522,name523,lastname523,Male,August,21,2000,BS Communications Technology,0927 699 3438
523,name524,lastname524,Male,December,11,1997,BS Legal Management,0927 325 6294
524,name525,lastname525,Female,June,15,2001,BS Communications Technology,0917 177 4774
525,name526,lastname526,Male,March,10,1998,BS Management Engineering,0918 538 5327
526,name527,lastname527,Male,April,1,2001,BS Management,0918 812 7959
527,name528,lastname528,Female,June,11,1998,BS Management,0927 372 4811
528,name529,lastname529,Female,February,11,1997,BS Legal Management,0927 469 5706
529,name530,lastname530,Male,November,18,1997,BS Management Engineering,0927 444 7700
530,name531,lastname531,Male,November,19,2000,BS Management,0927 622 3854
531,name532,lastname532,Male,October,9,1998,BS IT Entrepreneurship,0917 910 9162
532,name533,lastname533,Male,May,4,2001,BS IT Entrepreneurship,0927 373 9316
533,name534,lastname534,Female,May,23,2001,BS Communications Technology,0917 251 1124
534,name535,lastname535,Male,March,4,1997,BS Management Engineering,0927 577 7471
535,name536,lastname536,Female,June,15,2000,BS IT Entrepreneurship,0918 138 1962
536,name537,lastname537,Female,April,13,1998,BS Legal Management,0927 792 8939
537,name538,lastname538,Male,March,9,1999,BS Management,0927 830 8250
538,name539,lastname539,Male,November,18,1998,BS Management,0918 194 4060
539,name540,lastname540,Male,February,4,1997,BS Management Engineering,0918 921 3557
540,name541,lastname541,Female,October,20,1997,BS Management,0918 414 4111
541,name542,lastname542,Female,March,5,1997,BS IT Entrepreneurship,0918 340 9046
542,name543,lastname543,Female,June,4,1998,BS Management,0927 485 1284
543,name544,lastname544,Male,November,22,1998,BS Communications Technology,0927 151 7167
544,name545,lastname545,Female,February,7,1999,BS Management Engineering,0927 114 7594
545,name546,lastname546,Male,December,21,1998,BS Management,0917 937 2325
546,name547,lastname547,Female,November,9,1998,BS Legal Management,0927 431 9754
547,name548,lastname548,Male,June,3,1997,BS Legal Management,0927 425 8002
548,name549,lastname549,Male,June,20,2000,BS Management,0917 581 5639
549,name550,lastname550,Female,March,12,1998,BS Communications Technology,0918 580 7526
550,name551,lastname551,Male,February,11,1997,BS Legal Management,0917 556 4934
551,name552,lastname552,Female,March,26,1997,BS Legal Management,0927 822 3280
552,name553,lastname553,Male,November,5,1998,BS IT Entrepreneurship,0927 264 3760
553,name554,lastname554,Male,November,28,2001,BS IT Entrepreneurship,0917 886 1007
554,name555,lastname555,Female,April,21,2001,BS Management,0918 364 5430
555,name556,lastname556,Female,January,19,1998,BS Management Engineering,0927 440 8339
556,name557,lastname557,Male,April,22,1998,BS Management Engineering,0917 925 3058
557,name558,lastname558,Female,August,24,1999,BS Management Engineering,0917 474 3597
558,name559,lastname559,Male,August,1,2001,BS Legal Management,0918 195 9569
