firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name491,lastname491,April,20,01,BS Comtech,+639182212946
name492,lastname492,June,15,97,BS Management,+639181748000
name493,lastname493,July,27,98,BS IT Entrepreneurship,+639187026770
name494,lastname494,December,9,00,BS Legal Management,+639186952117
name495,lastname495,June,5,97,BS IT Entrepreneurship,+639275081619
name496,lastname496,September,8,99,BS IT Entrepreneurship,+639173956151
name497,lastname497,May,19,99,BS Management Engineering,+639273723298
name498,lastname498,July,28,98,BS Management Engineering,+639185312515
name499,lastname499,July,3,97,BS Legal Management,+639173964526
name500,lastname500,December,11,98,BS Management,+639181855929
name501,lastname501,June,22,97,BS Management,+639175909444
name502,lastname502,July,24,97,BS Management Engineering,+639178785177
name503,lastname503,May,10,97,BS IT Entrepreneurship,+639275672696
name504,lastname504,June,5,00,BS Legal Management,+639184065783
name505,lastname505,July,20,99,BS Management,+639179542865
name506,lastname506,May,4,99,BS Management Engineering,+639276435522
name507,lastname507,August,12,99,BS Management Engineering,+639182735732
name508,lastname508,September,22,97,BS Comtech,+639178021053
name509,lastname509,April,10,01,BS Comtech,+639271009522
name510,lastname510,December,28,98,BS Comtech,+639184491726
name511,lastname511,April,11,98,BS Management Engineering,+639176883781
name512,lastname512,August,18,98,BS Management Engineering,+639175436559
name513,lastname513,April,5,99,BS Management Engineering,+639272328037
name514,lastname514,January,12,99,BS IT Entrepreneurship,+639276084902
name515,lastname515,June,11,98,BS Legal Management,+639278273644
name516,lastname516,February,17,00,BS IT Entrepreneurship,+639273574989
name517,lastname517,April,27,01,BS Management Engineering,+639174911993
name518,lastname518,February,26,97,BS Comtech,+639187978291
name519,lastname519,November,24,97,BS Management,+639173142329
name520,lastname520,May,15,00,BS Management Engineering,+639277753422
name521,lastname521,November,21,99,BS IT Entrepreneurship,+639273875890
name522,lastname522,July,13,97,BS Management Engineering,+639274738626
name523,lastname523,August,21,00,BS Comtech,+639276993438
name524,lastname524,December,11,97,BS Legal Management,+639273256294
name525,lastname525,June,15,01,BS Comtech,+639171774774
name526,lastname526,March,10,98,BS Management Engineering,+639185385327
name527,lastname527,April,1,01,BS Management,+639188127959
name528,lastname528,June,11,98,BS Management,+639273724811
name529,lastname529,February,11,97,BS Legal Management,+639274695706
name530,lastname530,November,18,97,BS Management Engineering,+639274447700
name531,lastname531,November,19,00,BS Management,+639276223854
name532,lastname532,October,9,98,BS IT Entrepreneurship,+639179109162
name533,lastname533,May,4,01,BS IT Entrepreneurship,+639273739316
name534,lastname534,May,23,01,BS Comtech,+639172511124
name535,lastname535,March,4,97,BS Management Engineering,+639275777471
name536,lastname536,June,15,00,BS IT Entrepreneurship,+639181381962
name537,lastname537,April,13,98,BS Legal Management,+639277928939
name538,lastname538,March,9,99,BS Management,+639278308250
name539,lastname539,November,18,98,BS Management,+639181944060
name540,lastname540,February,4,97,BS Management Engineering,+639189213557
name541,lastname541,October,20,97,BS Management,+639184144111
name542,lastname542,March,5,97,BS IT Entrepreneurship,+639183409046
name543,lastname543,June,4,98,BS Management,+639274851284
name544,lastname544,November,22,98,BS Comtech,+639271517167
name545,lastname545,February,7,99,BS Management Engineering,+639271147594
name546,lastname546,December,21,98,BS Management,+639179372325
name547,lastname547,November,9,98,BS Legal Management,+639274319754
name548,lastname548,June,3,97,BS Legal Management,+639274258002
name549,lastname549,June,20,00,BS Management,+639175815639
name550,lastname550,March,12,98,BS Comtech,+639185807526
name551,lastname551,February,11,97,BS Legal Management,+639175564934
name552,lastname552,March,26,97,BS Legal Management,+639278223280
name553,lastname553,November,5,98,BS IT Entrepreneurship,+639272643760
name554,lastname554,November,28,01,BS IT Entrepreneurship,+639178861007
name555,lastname555,April,21,01,BS Management,+639183645430
name556,lastname556,January,19,98,BS Management Engineering,+639274408339
name557,lastname557,April,22,98,BS Management Engineering,+639179253058
name558,lastname558,August,24,99,BS Management Engineering,+639174743597
name559,lastname559,August,1,01,BS Legal Management,+639181959569
name560,lastname560,December,15,97,BS Management,+639175514269
name561,lastname561,December,26,99,BS Legal Management,+639181778086
name562,lastname562,January,8,99,BS Management Engineering,+639272176451
name563,lastname563,December,18,99,BS Comtech,+639173639982
name564,lastname564,March,23,99,BS IT Entrepreneurship,+639272958046
name565,lastname565,August,26,97,BS Management Engineering,+639172495815
name566,lastname566,February,11,97,BS Management Engineering,+639277486818
name567,lastname567,August,2,97,BS Management,+639187936810
name568,lastname568,January,6,99,BS Management Engineering,+639172258310
name569,lastname569,October,10,01,BS Management,+639175741808
name570,lastname570,August,21,00,BS Comtech,+639186895703
name571,lastname571,March,27,99,BS IT Entrepreneurship,+639272938314
name572,lastname572,March,8,98,BS Legal Management,+639177144402
name573,lastname573,June,13,00,BS IT Entrepreneurship,+639274953274
name574,lastname574,December,6,99,BS Legal Management,+639273137592
name575,lastname575,May,15,97,BS Management Engineering,+639178127658
name576,lastname576,November,3,97,BS Legal Management,+639189732935
name577,lastname577,December,17,97,BS Comtech,+639184043126
name578,lastname578,September,14,01,BS Comtech,+639183355068
name579,lastname579,August,4,98,BS Comtech,+639183042412
name580,lastname580,January,8,98,BS IT Entrepreneurship,+639183481352
name581,lastname581,December,26,99,BS Management,+639188804150
name582,lastname582,May,24,99,BS Management Engineering,+639174949681
name583,lastname583,August,11,97,BS Management Engineering,+639189898679
name584,lastname584,June,11,98,BS Management Engineering,+639273593617
name585,lastname585,September,22,99,BS Legal Management,+639175055839
name586,lastname586,August,27,99,BS IT Entrepreneurship,+639278452484
name587,lastname587,February,19,99,BS Management,+639272821066
name588,lastname588,November,24,97,BS Management,+639276158231
name589,lastname589,September,19,99,BS IT Entrepreneurship,+639179849015
name590,lastname590,April,18,98,BS Management Engineering,+639176935469
name591,lastname591,November,16,00,BS Management Engineering,+639189551464
name592,lastname592,August,2,99,BS IT Entrepreneurship,+639175112548
name593,lastname593,March,17,98,BS IT Entrepreneurship,+639189251254
name594,lastname594,May,10,97,BS IT Entrepreneurship,+639279437120
name595,lastname595,October,9,00,BS Management Engineering,+639171798860
name596,lastname596,April,14,97,BS Management Engineering,+639275975052
name597,lastname597,June,13,01,BS Management,+639174726191
name598,lastname598,December,9,98,BS Management,+639272693083
name599,lastname599,March,3,97,BS Management,+639278697453
name600,lastname600,August,23,99,BS Management,+639279298643
name601,lastname601,June,7,00,BS Management Engineering,+639271997786
name602,lastname602,January,27,97,BS Comtech,+639272447754
name603,lastname603,August,24,99,BS IT Entrepreneurship,+639175185769
name604,lastname604,September,16,99,BS IT Entrepreneurship,+639184678650
name605,lastname605,March,16,97,BS Comtech,+639189559875
name606,lastname606,July,27,97,BS IT Entrepreneurship,+639176061240
name607,lastname607,April,5,99,BS Management Engineering,+639175076695
name608,lastname608,September,13,00,BS Legal Management,+639186314366
name609,lastname609,January,18,98,BS Management Engineering,+639172081541
name610,lastname610,November,21,98,BS Management,+639178853585
name611,lastname611,November,4,00,BS Legal Management,+639177237524
name612,lastname612,March,8,99,BS Management,+639182377442
name613,lastname613,August,13,99,BS Management,+639273643609
name614,lastname614,November,24,99,BS IT Entrepreneurship,+639173731567
name615,lastname615,December,1,99,BS Legal Management,+639276106904
name616,lastname616,August,13,97,BS IT Entrepreneurship,+639271169499
name617,lastname617,January,28,99,BS Comtech,+639271835286
name618,lastname618,July,22,99,BS Management Engineering,+639186472458
name619,lastname619,August,25,97,BS Legal Management,+639274434773
name620,lastname620,September,20,99,BS IT Entrepreneurship,+639184301349
name621,lastname621,April,6,97,BS Legal Management,+639271328496
name622,lastname622,October,24,97,BS Legal Management,+639184049712
name623,lastname623,September,23,97,BS IT Entrepreneurship,+639177221395
name624,lastname624,March,8,99,BS Management Engineering,+639184003947
name625,lastname625,July,1,99,BS IT Entrepreneurship,+639278987936
name626,lastname626,April,9,00,BS Management Engineering,+639187961250
name627,lastname627,November,2,01,BS Comtech,+639187603341
name628,lastname628,February,2,01,BS Comtech,+639182956097
name629,lastname629,September,7,99,BS Comtech,+639173872390
name630,lastname630,September,18,97,BS IT Entrepreneurship,+639172522745
name631,lastname631,August,28,98,BS Legal Management,+639176779021
name632,lastname632,February,19,99,BS IT Entrepreneurship,+639189143596
name633,lastname633,January,21,98,BS IT Entrepreneurship,+639177785734
name634,lastname634,December,15,01,BS IT Entrepreneurship,+639187116376
name635,lastname635,March,1,98,BS Comtech,+639183017164
name636,lastname636,January,21,97,BS Legal Management,+639182509975
name637,lastname637,October,28,99,BS Comtech,+639171072793
name638,lastname638,February,13,97,BS IT Entrepreneurship,+639175162992
name639,lastname639,June,26,99,BS Management,+639171006833
name640,lastname640,December,25,98,BS Management Engineering,+639277506394
name641,lastname641,February,25,97,BS IT Entrepreneurship,+639279321706
name642,lastname642,April,1,97,BS Legal Management,+639181142489
name643,lastname643,October,17,97,BS Management Engineering,+639276923282
name644,lastname644,May,12,99,BS Comtech,+639181539747
name645,lastname645,March,24,99,BS IT Entrepreneurship,+639173417232
name646,lastname646,January,27,99,BS Legal Management,+639183889301
name647,lastname647,April,17,98,BS Management,+639175486974
name648,lastname648,October,4,99,BS Comtech,+639178646776
name649,lastname649,September,16,01,BS Legal Management,+639175539701
name650,lastname650,August,19,99,BS IT Entrepreneurship,+639186088148
name651,lastname651,August,23,99,BS IT Entrepreneurship,+639279667629
name652,lastname652,May,19,97,BS Legal Management,+639276213475
name653,lastname653,January,15,99,BS Management,+639178702139
name654,lastname654,June,26,00,BS Management Engineering,+639278994314
name655,lastname655,June,25,99,BS Legal Management,+639174391927
name656,lastname656,April,2,98,BS IT Entrepreneurship,+639178233564
name657,lastname657,November,27,97,BS Comtech,+639179114843
name658,lastname658,April,1,01,BS Management,+639173691137
name659,lastname659,April,26,98,BS IT Entrepreneurship,+639274325001
name660,lastname660,January,21,97,BS Management Engineering,+639176398097
name661,lastname661,July,17,98,BS IT Entrepreneurship,+639172169154
name662,lastname662,May,23,97,BS Management Engineering,+639175574445
name663,lastname663,November,17,98,BS Comtech,+639275634960
name664,lastname664,September,27,99,BS Management,+639179534447
name665,lastname665,November,26,97,BS IT Entrepreneurship,+639276496652
name666,lastname666,January,27,01,BS Management Engineering,+639177076263
name667,lastname667,June,12,97,BS Legal Management,+639182028547
name668,lastname668,September,18,01,BS IT Entrepreneurship,+639273482643
name669,lastname669,June,10,98,BS Legal Management,+639185298529
name670,lastname670,November,25,98,BS Comtech,+639277615499
name671,lastname671,August,17,97,BS IT Entrepreneurship,+639171089053
name672,lastname672,January,25,97,BS Comtech,+639278265387
name673,lastname673,January,9,97,BS Legal Management,+639176828954
name674,lastname674,September,1,97,BS Legal Management,+639179183752
name675,lastname675,October,4,98,BS Legal Management,+639178225318
name676,lastname676,June,1,00,BS Management,+639183471908
